# BJD(TDB)-2450000 airmass sky(ADU) dx(pix) dy(pix) fwhm(pix) peak(ADU) frame flux(r=9.0) err(r=9.0) flux(r=10.0) err(r=10.0) flux(r=11.0) err(r=11.0) flux(r=12.0) err(r=12.0) flux(r=13.0) err(r=13.0) flux(r=14.0) err(r=14.0) 
7800.107089 1.8300 2545.0 -1.224 -0.075 8.02 19562.9 MSCL0_1702150543 1.001750 0.002002 1.001733 0.002051 1.001023 0.002112 1.000449 0.002182 1.000000 0.002259 1.000868 0.002344 
7800.107842 1.8213 2564.5 -0.844 0.093 8.76 17356.3 MSCL0_1702150544 1.004209 0.002047 1.004504 0.002093 1.005075 0.002155 1.005281 0.002226 1.005793 0.002307 1.005894 0.002393 
7800.108571 1.8131 2563.9 -1.243 0.042 8.05 18857.3 MSCL0_1702150545 1.006470 0.002027 1.007809 0.002077 1.008123 0.002140 1.007869 0.002212 1.009054 0.002295 1.010085 0.002382 
7800.109311 1.8048 2572.7 -1.023 0.362 7.80 20281.7 MSCL0_1702150546 1.001514 0.001995 1.000971 0.002048 1.000811 0.002115 1.001665 0.002191 1.002073 0.002275 1.000502 0.002360 
7800.110052 1.7966 2579.8 -1.055 0.066 7.83 20256.7 MSCL0_1702150547 1.005150 0.001996 1.005544 0.002049 1.005974 0.002116 1.006222 0.002191 1.006884 0.002275 1.006983 0.002362 
7800.110781 1.7886 2590.2 -1.135 -0.005 7.75 21518.9 MSCL0_1702150548 1.004039 0.001985 1.004070 0.002043 1.004536 0.002113 1.004272 0.002190 1.004720 0.002275 1.005091 0.002365 
7800.111511 1.7807 2619.4 -0.973 0.440 7.64 20226.9 MSCL0_1702150549 1.004037 0.002011 1.004163 0.002068 1.003855 0.002136 1.003429 0.002213 1.003435 0.002297 1.003502 0.002386 
7800.112263 1.7726 2636.7 -1.293 0.132 7.02 24814.2 MSCL0_1702150550 1.003949 0.001992 1.004396 0.002058 1.003836 0.002133 1.004273 0.002218 1.004081 0.002308 1.003950 0.002402 
7800.112992 1.7648 2654.5 -0.921 0.429 7.47 22421.4 MSCL0_1702150551 1.004161 0.002017 1.005001 0.002083 1.005631 0.002159 1.004977 0.002242 1.004465 0.002332 1.003850 0.002427 
7800.113710 1.7572 2654.2 -1.382 -0.140 7.41 22619.0 MSCL0_1702150552 0.999707 0.001997 0.998895 0.002059 0.998767 0.002133 0.999187 0.002216 0.999865 0.002306 1.000481 0.002400 
7800.114462 1.7494 2648.3 -1.121 -0.050 7.77 20680.4 MSCL0_1702150553 1.001804 0.002012 1.001849 0.002071 1.002431 0.002143 1.003664 0.002225 1.003856 0.002313 1.004312 0.002405 
7800.115203 1.7417 2664.5 -0.723 0.302 7.57 20958.0 MSCL0_1702150554 1.002461 0.002011 1.003051 0.002072 1.003694 0.002146 1.003625 0.002227 1.002862 0.002313 1.002905 0.002405 
7800.115943 1.7342 2684.3 -1.594 0.329 7.69 21065.6 MSCL0_1702150555 1.008395 0.002024 1.008423 0.002087 1.008147 0.002161 1.008623 0.002245 1.009340 0.002337 1.009350 0.002433 
7800.116684 1.7267 2702.5 -0.939 0.011 8.32 19688.6 MSCL0_1702150556 0.998675 0.002044 1.000044 0.002106 1.000983 0.002180 1.001634 0.002263 1.002898 0.002355 1.003548 0.002451 
7800.117425 1.7192 2704.9 -0.619 0.268 8.56 16537.7 MSCL0_1702150557 0.998243 0.002072 0.999148 0.002123 0.999596 0.002189 1.000493 0.002268 1.001539 0.002354 1.002251 0.002447 
7800.118166 1.7119 2701.8 -1.129 0.253 8.96 15678.6 MSCL0_1702150558 0.995965 0.002091 0.996743 0.002137 0.997699 0.002200 0.998838 0.002275 0.999973 0.002360 1.000856 0.002451 
7800.118918 1.7045 2692.8 -1.225 -0.231 8.14 18093.0 MSCL0_1702150559 1.006638 0.002051 1.006417 0.002104 1.006650 0.002173 1.007671 0.002253 1.007780 0.002341 1.008934 0.002436 
7800.119659 1.6973 2667.3 -0.848 0.306 8.32 18792.9 MSCL0_1702150560 1.002201 0.002019 1.002440 0.002073 1.003196 0.002142 1.003461 0.002220 1.004277 0.002306 1.003389 0.002395 
7800.120388 1.6903 2666.7 -0.893 0.107 9.14 15547.8 MSCL0_1702150561 1.003137 0.002065 1.004046 0.002107 1.004970 0.002167 1.006008 0.002239 1.006054 0.002318 1.005700 0.002404 
7800.121129 1.6832 2664.7 -1.300 0.498 9.56 14882.7 MSCL0_1702150562 1.003427 0.002088 1.004548 0.002125 1.004984 0.002178 1.005135 0.002243 1.005513 0.002319 1.005666 0.002402 
7800.121881 1.6761 2637.1 -1.588 0.489 10.52 13027.3 MSCL0_1702150563 0.999571 0.002115 1.000878 0.002138 1.003038 0.002185 1.002970 0.002242 1.002559 0.002310 1.002085 0.002387 
7800.122633 1.6691 2626.8 -0.840 -0.284 9.73 13846.9 MSCL0_1702150564 1.004254 0.002088 1.003932 0.002113 1.003674 0.002157 1.003789 0.002215 1.004357 0.002285 1.004594 0.002363 
7800.123362 1.6623 2589.4 -0.952 0.181 9.56 14671.0 MSCL0_1702150565 0.997796 0.002011 0.998185 0.002041 0.998576 0.002088 0.999587 0.002149 1.000215 0.002218 0.999880 0.002293 
7800.124103 1.6555 2582.0 -1.171 0.498 9.35 14561.3 MSCL0_1702150566 1.003184 0.002019 1.002463 0.002045 1.002142 0.002091 1.000769 0.002146 1.000274 0.002213 0.999529 0.002286 
7800.124844 1.6488 2574.2 -0.359 -0.327 8.64 17314.3 MSCL0_1702150567 1.001126 0.001949 1.002005 0.001990 1.002930 0.002046 1.003915 0.002114 1.005170 0.002190 1.005008 0.002270 
7800.125573 1.6423 2565.3 -1.329 0.516 8.93 16930.2 MSCL0_1702150568 1.000448 0.001944 1.001530 0.001982 1.001716 0.002034 1.001844 0.002096 1.002159 0.002167 1.001882 0.002243 
7800.126325 1.6356 2561.8 -0.945 -0.242 8.52 17566.0 MSCL0_1702150569 0.999534 0.001920 1.000847 0.001960 1.001759 0.002014 1.002638 0.002079 1.002866 0.002151 1.002304 0.002227 
7800.127066 1.6291 2553.1 -0.003 0.422 9.48 14585.6 MSCL0_1702150570 0.999663 0.002001 1.001702 0.002027 1.003712 0.002072 1.004178 0.002127 1.004868 0.002193 1.005214 0.002266 
7800.127807 1.6226 2557.5 -1.711 0.416 9.49 14371.9 MSCL0_1702150571 0.992673 0.001988 0.994951 0.002015 0.997356 0.002059 0.999364 0.002117 1.000798 0.002183 1.002231 0.002256 
7800.128548 1.6162 2551.4 -1.150 -0.023 9.19 15772.9 MSCL0_1702150572 1.002245 0.001967 1.001920 0.001995 1.002579 0.002040 1.004325 0.002099 1.005023 0.002165 1.005343 0.002238 
7800.129288 1.6099 2546.7 -0.293 0.367 7.17 22069.3 MSCL0_1702150573 1.002727 0.001872 1.002934 0.001921 1.003582 0.001981 1.004326 0.002050 1.004315 0.002125 1.004364 0.002206 
7800.130041 1.6035 2522.6 -1.109 0.293 8.07 18512.2 MSCL0_1702150574 1.003987 0.001907 1.004315 0.001945 1.004448 0.001998 1.004659 0.002060 1.004690 0.002130 1.005770 0.002206 
7800.130781 1.5973 2512.0 -0.911 0.177 7.41 22103.7 MSCL0_1702150575 1.007476 0.001851 1.007409 0.001898 1.007312 0.001956 1.006992 0.002022 1.007499 0.002096 1.007875 0.002175 
7800.131522 1.5911 2501.9 -0.704 0.374 7.61 20619.9 MSCL0_1702150576 0.997295 0.001845 0.998520 0.001888 1.000000 0.001944 1.000487 0.002007 1.000206 0.002076 0.999874 0.002151 
7800.132275 1.5849 2495.2 -1.526 0.183 8.23 18460.3 MSCL0_1702150577 1.005442 0.001876 1.004498 0.001911 1.004119 0.001960 1.004156 0.002020 1.003198 0.002086 1.002720 0.002160 
7800.133005 1.5790 2478.9 -0.925 0.377 7.79 19219.7 MSCL0_1702150578 1.005058 0.001837 1.004147 0.001872 1.003435 0.001921 1.003295 0.001979 1.003716 0.002047 1.004023 0.002120 
7800.133757 1.5729 2475.2 -1.034 0.083 8.66 16844.6 MSCL0_1702150579 0.995754 0.001878 0.997131 0.001906 0.997963 0.001949 1.000039 0.002005 1.001810 0.002069 1.003455 0.002140 
7800.134498 1.5670 2459.6 -0.817 0.150 8.24 20046.3 MSCL0_1702150580 1.002634 0.001822 1.001935 0.001859 1.001705 0.001909 1.002417 0.001970 1.002421 0.002038 1.001669 0.002109 
7800.135238 1.5611 2444.6 -0.458 0.203 7.61 23170.4 MSCL0_1702150581 1.000760 0.001778 1.000272 0.001821 1.000176 0.001876 1.000978 0.001941 1.001120 0.002011 1.000225 0.002084 
7800.135968 1.5554 2428.9 -0.698 0.249 7.04 24082.0 MSCL0_1702150582 1.003108 0.001762 1.001871 0.001805 1.001547 0.001859 1.001528 0.001921 1.001400 0.001990 1.000445 0.002061 
7800.136708 1.5496 2398.8 -0.959 0.488 7.74 22061.4 MSCL0_1702150583 1.002077 0.001758 1.001426 0.001795 1.000918 0.001844 0.999771 0.001899 1.000056 0.001964 1.000337 0.002033 
7800.137449 1.5439 2386.0 -1.218 0.041 9.00 17117.8 MSCL0_1702150584 0.997538 0.001821 0.998230 0.001846 0.999210 0.001884 0.999073 0.001932 0.999776 0.001989 1.000000 0.002051 
7800.138190 1.5382 2375.6 0.349 0.649 8.04 20339.7 MSCL0_1702150585 1.001296 0.001754 1.001442 0.001789 1.001857 0.001837 1.001874 0.001892 1.002742 0.001956 1.002857 0.002024 
7800.138930 1.5327 2354.3 -1.329 0.302 7.66 22789.0 MSCL0_1702150586 1.000909 0.001718 1.000644 0.001755 1.000995 0.001804 1.001017 0.001861 1.000824 0.001923 1.001298 0.001991 
7800.139660 1.5272 2342.3 -0.767 -0.162 8.08 20943.6 MSCL0_1702150587 0.999388 0.001729 1.000000 0.001763 0.999721 0.001807 0.999401 0.001860 0.999760 0.001921 0.999768 0.001986 
7800.140412 1.5216 2328.2 -0.573 0.664 7.22 23912.3 MSCL0_1702150588 1.002862 0.001702 1.002111 0.001740 1.001818 0.001789 1.001762 0.001846 1.002158 0.001909 1.002969 0.001978 
7800.141153 1.5162 2329.2 -1.924 0.000 7.50 22995.7 MSCL0_1702150589 1.001667 0.001696 1.000978 0.001733 1.002175 0.001783 1.002579 0.001839 1.003270 0.001901 1.003529 0.001968 
7800.141905 1.5107 2324.5 -0.730 0.270 6.94 26979.3 MSCL0_1702150590 1.000295 0.001677 1.000227 0.001720 0.999731 0.001772 0.999983 0.001832 0.999896 0.001896 1.000166 0.001965 
7800.142657 1.5053 2318.3 -1.096 0.422 7.04 26235.2 MSCL0_1702150591 1.000575 0.001670 1.000635 0.001713 1.001044 0.001766 1.000460 0.001824 1.000644 0.001888 1.001025 0.001957 
7800.143398 1.5000 2298.6 -0.897 0.440 7.37 25528.8 MSCL0_1702150592 1.003130 0.001666 1.003369 0.001708 1.004413 0.001760 1.005008 0.001819 1.006112 0.001884 1.006873 0.001953 
7800.144139 1.4947 2290.4 -0.580 0.180 6.90 28492.3 MSCL0_1702150593 1.003088 0.001651 1.003465 0.001696 1.003615 0.001750 1.004059 0.001810 1.004346 0.001874 1.003903 0.001941 
7800.144880 1.4896 2292.5 -0.388 -0.004 7.34 24616.4 MSCL0_1702150594 1.000339 0.001660 1.000773 0.001699 1.000700 0.001748 1.000448 0.001803 1.000825 0.001865 1.001609 0.001931 
7800.145620 1.4844 2289.5 -0.832 0.316 7.18 27174.3 MSCL0_1702150595 1.001715 0.001649 1.001958 0.001691 1.001823 0.001742 1.002014 0.001801 1.001872 0.001864 1.001910 0.001931 
7800.146361 1.4793 2280.7 -1.197 0.227 6.86 29114.2 MSCL0_1702150596 1.002159 0.001634 1.002726 0.001678 1.003158 0.001730 1.002766 0.001787 1.002686 0.001849 1.002980 0.001915 
7800.147113 1.4742 2272.4 -0.909 0.655 6.95 29655.6 MSCL0_1702150597 1.001752 0.001623 1.001359 0.001665 1.000703 0.001715 1.000267 0.001771 0.999787 0.001832 0.999481 0.001897 
7800.147854 1.4692 2293.2 -0.784 -0.115 7.17 26895.1 MSCL0_1702150598 1.003019 0.001645 1.003356 0.001688 1.004031 0.001741 1.004646 0.001800 1.005540 0.001865 1.006170 0.001933 
7800.148606 1.4641 2296.8 -0.485 0.508 7.35 26681.0 MSCL0_1702150599 0.999626 0.001647 0.999248 0.001687 0.999091 0.001736 0.998907 0.001793 0.998668 0.001855 0.998890 0.001921 
7800.149347 1.4592 2289.8 -0.818 0.116 7.05 29060.8 MSCL0_1702150600 1.001054 0.001631 1.001161 0.001674 1.001505 0.001726 1.001115 0.001783 1.001292 0.001846 1.001336 0.001913 
7800.150065 1.4545 2282.1 -1.247 0.836 7.01 28419.9 MSCL0_1702150601 1.003242 0.001640 1.003668 0.001685 1.003557 0.001738 1.003229 0.001796 1.004116 0.001861 1.004250 0.001929 
7800.150817 1.4496 2284.7 -0.968 -0.245 6.61 31085.4 MSCL0_1702150602 1.002429 0.001623 1.001686 0.001667 1.001776 0.001720 1.002075 0.001779 1.002507 0.001843 1.002728 0.001910 
7800.151546 1.4449 2279.1 -0.363 0.476 6.52 31610.6 MSCL0_1702150603 1.003253 0.001627 1.003042 0.001673 1.002937 0.001727 1.002937 0.001787 1.002463 0.001850 1.001889 0.001917 
7800.152299 1.4401 2260.4 -1.128 0.232 6.39 32124.7 MSCL0_1702150604 1.004177 0.001609 1.004589 0.001654 1.004651 0.001707 1.004068 0.001764 1.003870 0.001825 1.004070 0.001891 
7800.153028 1.4355 2235.7 -1.309 0.507 6.65 30098.5 MSCL0_1702150605 0.999344 0.001599 0.999936 0.001642 1.000204 0.001693 0.999811 0.001748 0.999201 0.001808 0.998851 0.001872 
7800.153768 1.4309 2232.8 -0.375 0.378 6.77 31104.3 MSCL0_1702150606 1.001321 0.001601 1.000551 0.001645 1.000061 0.001697 0.999888 0.001755 0.999814 0.001818 1.000007 0.001885 
7800.154498 1.4263 2207.9 -0.839 0.089 6.78 33170.5 MSCL0_1702150607 1.003710 0.001583 1.003155 0.001628 1.003089 0.001680 1.003168 0.001739 1.002494 0.001800 1.001155 0.001863 
7800.155238 1.4218 2204.5 -0.846 0.320 6.71 32647.7 MSCL0_1702150608 1.002566 0.001579 1.003227 0.001624 1.003936 0.001677 1.004148 0.001734 1.003597 0.001794 1.003227 0.001858 
7800.155979 1.4173 2206.3 -0.617 0.168 6.67 33721.7 MSCL0_1702150609 1.001246 0.001578 1.000950 0.001621 1.000504 0.001672 1.000746 0.001729 1.000786 0.001790 1.001353 0.001855 
7800.156731 -1.3440 0.0 -0.778 0.453 0.00 0.0 MSCL0_1702150610 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
7800.157461 1.4083 2189.2 -1.124 0.224 7.15 32132.0 MSCL0_1702150611 1.003218 0.001576 1.003238 0.001618 1.002955 0.001668 1.002977 0.001724 1.003298 0.001784 1.003759 0.001848 
7800.158201 1.4039 2194.1 -0.595 0.285 7.13 29526.5 MSCL0_1702150612 1.000694 0.001575 1.001025 0.001617 1.001420 0.001667 1.001435 0.001722 1.001494 0.001782 1.001768 0.001846 
7800.158942 1.3996 2196.0 -1.023 0.413 7.33 28823.3 MSCL0_1702150613 0.999528 0.001578 0.999339 0.001618 0.999876 0.001668 1.000135 0.001724 1.001471 0.001785 1.001937 0.001848 
7800.159695 1.3952 2187.5 -0.466 0.056 6.80 32061.3 MSCL0_1702150614 1.001604 0.001563 1.001859 0.001607 1.002116 0.001658 1.001437 0.001713 1.000842 0.001772 1.001462 0.001836 
7800.160436 1.3909 2170.8 -0.982 0.456 6.95 31779.0 MSCL0_1702150615 0.999833 0.001555 0.999855 0.001596 0.999283 0.001644 0.999079 0.001698 0.999556 0.001757 0.999451 0.001819 
7800.161177 1.3867 2173.9 -0.564 0.190 6.53 33682.2 MSCL0_1702150616 1.000341 0.001559 1.000444 0.001602 1.000506 0.001652 1.000569 0.001708 1.000595 0.001768 1.000815 0.001832 
7800.161906 1.3825 2179.0 -0.732 0.528 6.90 31171.7 MSCL0_1702150617 1.000930 0.001561 0.999732 0.001602 0.998926 0.001651 0.998729 0.001705 0.998851 0.001765 0.999452 0.001828 
7800.162658 1.3783 2174.4 -0.634 -0.133 6.65 32785.0 MSCL0_1702150618 0.997090 0.001556 0.997187 0.001598 0.997491 0.001648 0.996555 0.001702 0.996543 0.001761 0.996141 0.001824 
7800.163399 1.3742 2180.5 -0.364 0.698 7.24 30085.0 MSCL0_1702150619 0.997074 0.001559 0.997729 0.001602 0.998318 0.001653 0.998633 0.001708 0.999071 0.001769 0.998613 0.001831 
7800.164140 1.3701 2172.4 -0.897 0.170 7.09 31005.3 MSCL0_1702150620 0.995092 0.001550 0.994954 0.001592 0.995212 0.001642 0.995697 0.001697 0.995937 0.001756 0.996654 0.001819 
7800.164869 1.3661 2157.1 -0.749 0.331 6.86 32582.2 MSCL0_1702150621 0.995787 0.001540 0.995176 0.001581 0.994700 0.001630 0.994389 0.001684 0.994538 0.001743 0.994370 0.001804 
7800.165610 1.3621 2148.4 -0.677 0.161 6.68 32688.4 MSCL0_1702150622 0.993756 0.001540 0.993654 0.001580 0.992669 0.001627 0.992219 0.001680 0.992045 0.001737 0.991773 0.001798 
7800.166362 1.3581 2123.9 -0.625 0.649 6.61 34323.7 MSCL0_1702150623 0.994879 0.001527 0.995238 0.001570 0.995773 0.001620 0.995811 0.001675 0.995653 0.001733 0.995525 0.001794 
7800.167091 1.3542 2120.1 -0.601 0.086 7.07 31704.5 MSCL0_1702150624 0.992465 0.001517 0.992546 0.001558 0.992988 0.001607 0.993248 0.001660 0.993663 0.001718 0.993705 0.001778 
7800.167820 1.3503 2120.9 -0.603 0.290 7.44 27669.7 MSCL0_1702150625 0.989848 0.001527 0.990512 0.001565 0.991414 0.001611 0.991603 0.001663 0.991813 0.001720 0.992089 0.001780 
7800.168584 1.3463 2115.1 -0.434 0.220 7.22 28866.3 MSCL0_1702150626 0.989569 0.001522 0.989351 0.001560 0.989496 0.001606 0.989214 0.001657 0.989372 0.001713 0.989557 0.001773 
7800.169337 1.3424 2119.9 -0.530 0.240 7.02 28873.5 MSCL0_1702150627 0.987676 0.001524 0.988210 0.001562 0.989288 0.001609 0.989515 0.001660 0.989305 0.001716 0.989184 0.001775 
7800.170066 1.3387 2099.3 -0.974 0.074 7.44 27251.3 MSCL0_1702150628 0.989829 0.001518 0.990331 0.001554 0.990739 0.001599 0.989847 0.001647 0.990376 0.001702 0.990980 0.001761 
7800.170818 1.3349 2074.6 -0.658 0.302 7.18 31055.2 MSCL0_1702150629 0.986384 0.001491 0.987271 0.001528 0.988046 0.001572 0.988384 0.001621 0.988554 0.001675 0.989275 0.001732 
7800.171536 1.3313 2058.5 -0.147 0.561 7.18 30562.5 MSCL0_1702150630 0.986314 0.001495 0.987040 0.001532 0.987031 0.001576 0.986219 0.001624 0.986030 0.001678 0.986274 0.001736 
7800.172288 1.3275 2045.8 -0.724 0.052 7.11 30762.9 MSCL0_1702150631 0.983370 0.001477 0.983326 0.001513 0.983823 0.001557 0.983890 0.001605 0.983711 0.001658 0.984240 0.001714 
7800.173029 1.3238 2047.5 -0.811 0.774 6.40 36187.9 MSCL0_1702150632 0.987920 0.001478 0.987517 0.001517 0.987694 0.001562 0.987392 0.001612 0.987036 0.001666 0.986884 0.001723 
7800.173758 1.3203 2045.8 -0.465 -0.321 7.02 31152.3 MSCL0_1702150633 0.985570 0.001482 0.985237 0.001519 0.985303 0.001563 0.984941 0.001612 0.984914 0.001665 0.985004 0.001722 
7800.174499 1.3167 2040.0 -0.837 0.724 7.00 31485.4 MSCL0_1702150634 0.987300 0.001483 0.986976 0.001520 0.986951 0.001564 0.986600 0.001613 0.986845 0.001667 0.986481 0.001723 
7800.175239 1.3131 2028.6 -0.375 -0.093 6.42 36043.0 MSCL0_1702150635 0.986416 0.001465 0.985910 0.001504 0.986153 0.001549 0.985682 0.001599 0.985720 0.001653 0.986061 0.001709 
7800.175980 1.3096 2027.5 -0.590 0.760 6.69 34988.3 MSCL0_1702150636 0.987337 0.001469 0.987759 0.001509 0.988363 0.001555 0.988884 0.001607 0.988850 0.001661 0.989014 0.001718 
7800.176732 1.3060 2012.4 -0.613 -0.403 6.84 32573.9 MSCL0_1702150637 0.986817 0.001458 0.986754 0.001494 0.986592 0.001537 0.986469 0.001585 0.986526 0.001637 0.986966 0.001692 
7800.177473 1.3025 2002.0 -0.593 0.952 7.17 31892.6 MSCL0_1702150638 0.985644 0.001460 0.985292 0.001495 0.985276 0.001537 0.985678 0.001585 0.985871 0.001638 0.985881 0.001692 
7800.178214 1.2991 2002.4 -1.013 0.179 6.87 33408.3 MSCL0_1702150639 0.984595 0.001453 0.984493 0.001489 0.984502 0.001531 0.984022 0.001578 0.983908 0.001629 0.983617 0.001684 
7800.178955 1.2957 2000.2 -0.565 0.440 7.28 28773.4 MSCL0_1702150640 0.981958 0.001459 0.981498 0.001492 0.980993 0.001532 0.980920 0.001579 0.980868 0.001630 0.981078 0.001685 
7800.179707 1.2922 1993.2 -0.404 -0.167 6.81 33822.7 MSCL0_1702150641 0.982203 0.001449 0.981847 0.001484 0.982022 0.001526 0.982086 0.001573 0.981780 0.001625 0.981636 0.001679 
7800.180436 1.2889 1976.8 -0.327 0.438 7.14 30380.8 MSCL0_1702150642 0.983627 0.001450 0.982927 0.001483 0.982118 0.001524 0.981947 0.001571 0.982288 0.001622 0.982045 0.001676 
7800.181177 1.2856 1980.1 -0.558 0.388 6.94 32502.6 MSCL0_1702150643 0.985956 0.001448 0.985875 0.001483 0.985344 0.001524 0.985360 0.001571 0.985345 0.001622 0.984913 0.001675 
7800.181906 1.2824 1971.7 -0.401 0.063 6.93 30279.2 MSCL0_1702150644 0.985350 0.001454 0.984916 0.001487 0.984164 0.001527 0.983720 0.001573 0.983623 0.001623 0.984210 0.001678 
7800.182624 1.2792 1969.7 -0.571 0.751 7.26 29508.8 MSCL0_1702150645 0.982929 0.001450 0.982493 0.001483 0.982412 0.001523 0.982175 0.001569 0.982373 0.001619 0.982231 0.001673 
7800.183353 1.2761 1961.6 -0.598 -0.188 6.88 33268.5 MSCL0_1702150646 0.981885 0.001432 0.982368 0.001468 0.982256 0.001510 0.982254 0.001556 0.982033 0.001607 0.981992 0.001661 
7800.184094 1.2729 1911.9 -0.268 0.235 7.13 33683.0 MSCL0_1702150647 0.981331 0.001413 0.981505 0.001446 0.981243 0.001486 0.980874 0.001531 0.980800 0.001579 0.981174 0.001631 
7800.184834 1.2697 1922.2 -0.978 0.413 7.08 30791.3 MSCL0_1702150648 0.984483 0.001431 0.984704 0.001463 0.984834 0.001502 0.984612 0.001545 0.984620 0.001593 0.984855 0.001645 
7800.185575 1.2665 1921.0 -0.396 0.003 6.67 33774.6 MSCL0_1702150649 0.981642 0.001421 0.981952 0.001455 0.982034 0.001495 0.981774 0.001540 0.981724 0.001589 0.981865 0.001641 
7800.186327 1.2634 1907.9 -0.357 0.682 7.18 31594.5 MSCL0_1702150650 0.984448 0.001423 0.983993 0.001454 0.984141 0.001494 0.983901 0.001538 0.984207 0.001586 0.984195 0.001637 
7800.187069 1.2603 1922.8 -0.352 0.132 6.74 34731.9 MSCL0_1702150651 0.981446 0.001413 0.981043 0.001448 0.980690 0.001489 0.980124 0.001534 0.980275 0.001583 0.980001 0.001635 
7800.187810 1.2572 1922.8 -0.975 0.433 7.20 32504.3 MSCL0_1702150652 0.982091 0.001422 0.982594 0.001456 0.983145 0.001496 0.983568 0.001541 0.984304 0.001592 0.984745 0.001644 
7800.188551 1.2542 1917.6 -0.218 0.143 6.74 38023.7 MSCL0_1702150653 0.980819 0.001409 0.981271 0.001445 0.981115 0.001486 0.980297 0.001530 0.980191 0.001580 0.979821 0.001632 
7800.189303 1.2512 1906.9 -0.445 0.563 6.91 34598.0 MSCL0_1702150654 0.980341 0.001407 0.980527 0.001440 0.980601 0.001481 0.980324 0.001525 0.980350 0.001574 0.980420 0.001626 
7800.190044 1.2482 1902.9 -0.475 0.353 7.13 33833.1 MSCL0_1702150655 0.979386 0.001405 0.980012 0.001438 0.980229 0.001477 0.979908 0.001521 0.979760 0.001568 0.979887 0.001619 
7800.190784 1.2452 1900.4 -0.610 0.122 7.30 30520.7 MSCL0_1702150656 0.980184 0.001411 0.980622 0.001443 0.980944 0.001483 0.981235 0.001528 0.981597 0.001576 0.982004 0.001628 
7800.191525 1.2423 1892.9 -0.566 -0.086 7.32 31437.5 MSCL0_1702150657 0.974676 0.001399 0.974985 0.001431 0.975679 0.001470 0.975414 0.001513 0.974672 0.001560 0.974861 0.001610 
7800.192254 1.2395 1880.7 -0.543 0.606 7.48 30192.5 MSCL0_1702150658 0.979482 0.001401 0.979134 0.001432 0.978925 0.001470 0.978930 0.001513 0.979122 0.001560 0.979557 0.001611 
7800.192995 1.2366 1881.0 -0.483 -0.105 6.72 36314.0 MSCL0_1702150659 0.980801 0.001399 0.980579 0.001433 0.979747 0.001472 0.979035 0.001516 0.978341 0.001563 0.978066 0.001614 
7800.193736 1.2337 1879.1 -0.487 0.704 7.25 30036.4 MSCL0_1702150660 0.981557 0.001411 0.981165 0.001440 0.981246 0.001478 0.981047 0.001521 0.980973 0.001568 0.981089 0.001619 
